contract_id,property_id,ground_truth,llm_answer,iterations,llm_explanation,llm_counterexample,time,tokens,raw_output
3,assets-dec-onlyif-deposit,True,TRUE,0,"- The contract Bank requires a constructor argument: constructor(uint _opLimit) (Bank.sol). In the test, bank is deployed with new Bank() without parameters, which is uncompilable and cannot be fixed via abstract substitutions.\n- The test declares an immutable state variable address immutable bank_deployer; but never assigns it in the constructor (the local abstract address bank_deployer shadows it). Immutable variables must be assigned, causing another compilation error that cannot be resolved by substituting abstract variables.\n- Even if deployment issues were ignored, the property is unachievable: the only way to decrease a user’s ETH balance through a single call to Bank is for the user to call deposit with msg.value > 0. However, the test explicitly forbids this case with assert(function_selector != bank.deposit.selector || sender != user).",N/A,59.0429708957672,30000,"ANSWER: TRUE\nEXPLANATION: \n- The contract Bank requires a constructor argument: constructor(uint _opLimit) (Bank.sol). In the test, bank is deployed with new Bank() without parameters, which is uncompilable and cannot be fixed via abstract substitutions.\n- The test declares an immutable state variable address immutable bank_deployer; but never assigns it in the constructor (the local abstract address bank_deployer shadows it). Immutable variables must be assigned, causing another compilation error that cannot be resolved by substituting abstract variables.\n- Even if deployment issues were ignored, the property is unachievable: the only way to decrease a user’s ETH balance through a single call to Bank is for the user to call deposit with msg.value > 0. However, the test explicitly forbids this case with assert(function_selector != bank.deposit.selector || sender != user).\n\nCOUNTEREXAMPLE: N/A"
15,assets-dec-onlyif-deposit,True,TRUE,0,"- Between user_balance_before and user_balance_after, the only state-changing action is the dynamic call address(bank).call{value: msg_value}(abi.encodeWithSelector(function_selector, params)) under vm.prank(sender).\n- Bank has only two public functions:\n  - deposit() is payable and decreases msg.sender’s ETH balance by msg.value (transfers ETH into the Bank), but the test asserts not (function_selector == bank.deposit.selector and sender == user). So the only action that could reduce the user’s balance (user depositing) is explicitly forbidden.\n  - withdraw(uint) is nonpayable and transfers ETH from the Bank to msg.sender, increasing the sender’s balance.\n- Any other selector will revert or have no effect (no fallback/receive), so it cannot decrease the user’s balance.\n- Therefore, there is no way to make user_balance_after < user_balance_before while satisfying the intermediate assertion.",N/A,103.923229217529,30000,"ANSWER: TRUE\nEXPLANATION: \n- Between user_balance_before and user_balance_after, the only state-changing action is the dynamic call address(bank).call{value: msg_value}(abi.encodeWithSelector(function_selector, params)) under vm.prank(sender).\n- Bank has only two public functions:\n  - deposit() is payable and decreases msg.sender’s ETH balance by msg.value (transfers ETH into the Bank), but the test asserts not (function_selector == bank.deposit.selector and sender == user). So the only action that could reduce the user’s balance (user depositing) is explicitly forbidden.\n  - withdraw(uint) is nonpayable and transfers ETH from the Bank to msg.sender, increasing the sender’s balance.\n- Any other selector will revert or have no effect (no fallback/receive), so it cannot decrease the user’s balance.\n- Therefore, there is no way to make user_balance_after < user_balance_before while satisfying the intermediate assertion.\n\nCOUNTEREXAMPLE: N/A"
11,deposit-additivity,True,TRUE,0,"The test compares credits[user] after two sequential deposits by sender vs. one combined deposit by sender, starting from the same snapshot. Since deposit only updates credits[msg.sender] (deposit: credits[msg.sender] += msg.value) and there are no other side effects, credits[user] is:\n- unchanged if user != sender in both paths, thus equal; or\n- increased by n1 + n2 if user == sender in both paths, thus equal.\nThe snapshot is taken after executing txs, so any preconditioning in txs affects both paths equally. Therefore, user_credits_pathA always equals user_credits_pathB, making assertNotEq fail for all concretizations.",N/A,75.4751932621002,30000,"ANSWER: TRUE\nEXPLANATION: The test compares credits[user] after two sequential deposits by sender vs. one combined deposit by sender, starting from the same snapshot. Since deposit only updates credits[msg.sender] (deposit: credits[msg.sender] += msg.value) and there are no other side effects, credits[user] is:\n- unchanged if user != sender in both paths, thus equal; or\n- increased by n1 + n2 if user == sender in both paths, thus equal.\nThe snapshot is taken after executing txs, so any preconditioning in txs affects both paths equally. Therefore, user_credits_pathA always equals user_credits_pathB, making assertNotEq fail for all concretizations.\nCOUNTEREXAMPLE: N/A"
14,deposit-additivity,True,TRUE,0,"The only state affecting deposit is l[msg.sender]. For any fixed sender and l[sender] at the snapshot, deposit executes deterministically and linearly:\n- If l[sender] is false, credits[sender] += msg.value (deposit).\n- If l[sender] is true, deposit requires msg.value == 0 and makes no change.\nBoth execution paths start from the same snapshot and call deposit with the same sender (vm.prank(sender)), so l[sender] is identical in both paths. Therefore, credits[user] after two deposits of n1 and n2 equals credits[user] after one deposit of n1 + n2 when user == sender, and equals 0 in both paths when user != sender. No transactions can be inserted between the two deposits to toggle l, and deposit has no external calls to allow reentrancy. Hence, the assertNotEq cannot be satisfied.","""""""""N/A""""""""",112.258200645447,30000,"ANSWER: TRUE\nEXPLANATION: The only state affecting deposit is l[msg.sender]. For any fixed sender and l[sender] at the snapshot, deposit executes deterministically and linearly:\n- If l[sender] is false, credits[sender] += msg.value (deposit).\n- If l[sender] is true, deposit requires msg.value == 0 and makes no change.\nBoth execution paths start from the same snapshot and call deposit with the same sender (vm.prank(sender)), so l[sender] is identical in both paths. Therefore, credits[user] after two deposits of n1 and n2 equals credits[user] after one deposit of n1 + n2 when user == sender, and equals 0 in both paths when user != sender. No transactions can be inserted between the two deposits to toggle l, and deposit has no external calls to allow reentrancy. Hence, the assertNotEq cannot be satisfied.\nCOUNTEREXAMPLE: """"""""N/A"""""""""
8,deposit-additivity,True,TRUE,0,"The contract’s deposit is additive: credits[msg.sender] += msg.value (Bank.deposit). In the test, both paths start from the same snapshot (vm.snapshotState and vm.revertToState), and the two deposits by sender (n1 then n2) yield credits[sender] = n1 + n2, which equals a single deposit of n1 + n2. The test, however, reads credits[user] (user_credits_slot computed from user), not credits[sender]. Therefore:\n- If user == sender, both paths set credits[user] to n1 + n2.\n- If user != sender, both paths leave credits[user] unchanged (typically 0).\nEither way, user_credits_pathA == user_credits_pathB always, so assertNotEq will always fail. The abstract transaction[] txs cannot help, since the snapshot is taken after txs and both paths start from the same baseline. Hence, no concretization can make the test pass.",N/A,110.389326572418,30000,"ANSWER: TRUE\nEXPLANATION: The contract’s deposit is additive: credits[msg.sender] += msg.value (Bank.deposit). In the test, both paths start from the same snapshot (vm.snapshotState and vm.revertToState), and the two deposits by sender (n1 then n2) yield credits[sender] = n1 + n2, which equals a single deposit of n1 + n2. The test, however, reads credits[user] (user_credits_slot computed from user), not credits[sender]. Therefore:\n- If user == sender, both paths set credits[user] to n1 + n2.\n- If user != sender, both paths leave credits[user] unchanged (typically 0).\nEither way, user_credits_pathA == user_credits_pathB always, so assertNotEq will always fail. The abstract transaction[] txs cannot help, since the snapshot is taken after txs and both paths start from the same baseline. Hence, no concretization can make the test pass.\nCOUNTEREXAMPLE: N/A"
1,deposit-additivity,True,TRUE,0,"- Bank.deposit simply does credits[msg.sender] += msg.value (Bank.deposit). This operation is associative and commutative under checked arithmetic in Solidity >=0.8.\n- In the test, both paths start from the same snapshot. \n  - Path A: two deposits from the same sender of n1 and n2 result in credits[sender] = initial + n1 + n2.\n  - Path B: one deposit of n1 + n2 from the same sender results in credits[sender] = initial + n1 + n2.\n- If user != sender, both readings of credits[user] are unchanged (equal). If user == sender, both readings are equal to initial + n1 + n2.\n- The abstract transaction[] txs occur before the snapshot, so they cannot create a divergence between the two paths.\n- Overflows cannot be used to differentiate the paths due to Solidity’s checked arithmetic and the constraint on ETH supply, and any overflow would simply revert and fail the test.\n\nTherefore, assertNotEq(user_credits_pathB, user_credits_pathA) can never hold for any concretization.",N/A,70.4657559394836,30000,"ANSWER: TRUE\nEXPLANATION: \n- Bank.deposit simply does credits[msg.sender] += msg.value (Bank.deposit). This operation is associative and commutative under checked arithmetic in Solidity >=0.8.\n- In the test, both paths start from the same snapshot. \n  - Path A: two deposits from the same sender of n1 and n2 result in credits[sender] = initial + n1 + n2.\n  - Path B: one deposit of n1 + n2 from the same sender results in credits[sender] = initial + n1 + n2.\n- If user != sender, both readings of credits[user] are unchanged (equal). If user == sender, both readings are equal to initial + n1 + n2.\n- The abstract transaction[] txs occur before the snapshot, so they cannot create a divergence between the two paths.\n- Overflows cannot be used to differentiate the paths due to Solidity’s checked arithmetic and the constraint on ETH supply, and any overflow would simply revert and fail the test.\n\nTherefore, assertNotEq(user_credits_pathB, user_credits_pathA) can never hold for any concretization.\n\nCOUNTEREXAMPLE: N/A"
5,deposit-additivity,False,FALSE,1,"Each Bank.deposit call credits msg.sender by msg.value + 1. Two deposits of n1 and n2 give n1 + n2 + 2, while one deposit of n1 + n2 gives n1 + n2 + 1. Setting user = sender ensures user_credits_pathA != user_credits_pathB, so the assertion holds. The previous OutOfFunds error is fixed by funding the pranked sender via vm.deal before the snapshot.","pragma solidity ^0.8.13;\nimport """"""""forge-std/Test.sol"""""""";\nimport """"""""../Bank.sol"""""""";\n\ncontract Dummy {}\n\ncontract BankTest is Test {\n    address immutable bank_deployer;      // TODO check\n    Bank immutable bank;\n    \n    constructor() {\n        // deploying a Bank contract\n        address bank_deployer = address(0xB0B);\n        vm.prank(bank_deployer);\n        bank = new Bank();\n    }\n\n    function test_deposit_additivity_violation() public {\n        vm.deal(address(0xBEEF), 3);\n\n        address sender = address(0xBEEF);\n        uint256 snapshot = vm.snapshotState();\n\n        address user = address(0xBEEF);\n        \n        uint256 n1 = 1;\n        uint256 n2 = 2;\n        \n        vm.prank(sender);\n        bank.deposit{value: n1}();\n        vm.prank(sender);\n        bank.deposit{value: n2}();\n\n\n        uint256 credits_slot = uint256(0);\n        bytes32 user_credits_slot = keccak256(abi.encode(user, credits_slot));\n        uint256 user_credits_pathA = uint256(vm.load(address(bank), user_credits_slot));\n\n        vm.revertToState(snapshot);\n\n        vm.prank(sender);\n        bank.deposit{value: n1+n2}();\n\n        uint256 user_credits_pathB = uint256(vm.load(address(bank), user_credits_slot));\n\n        assertNotEq(user_credits_pathB, user_credits_pathA, """"""""Credits are equal"""""""");\n    }\n}",47.832866191864,30000,"ANSWER: FALSE\nEXPLANATION: Each Bank.deposit call credits msg.sender by msg.value + 1. Two deposits of n1 and n2 give n1 + n2 + 2, while one deposit of n1 + n2 gives n1 + n2 + 1. Setting user = sender ensures user_credits_pathA != user_credits_pathB, so the assertion holds. The previous OutOfFunds error is fixed by funding the pranked sender via vm.deal before the snapshot.\nCOUNTEREXAMPLE:\npragma solidity ^0.8.13;\nimport """"""""forge-std/Test.sol"""""""";\nimport """"""""../Bank.sol"""""""";\n\ncontract Dummy {}\n\ncontract BankTest is Test {\n    address immutable bank_deployer;      // TODO check\n    Bank immutable bank;\n    \n    constructor() {\n        // deploying a Bank contract\n        address bank_deployer = address(0xB0B);\n        vm.prank(bank_deployer);\n        bank = new Bank();\n    }\n\n    function test_deposit_additivity_violation() public {\n        vm.deal(address(0xBEEF), 3);\n\n        address sender = address(0xBEEF);\n        uint256 snapshot = vm.snapshotState();\n\n        address user = address(0xBEEF);\n        \n        uint256 n1 = 1;\n        uint256 n2 = 2;\n        \n        vm.prank(sender);\n        bank.deposit{value: n1}();\n        vm.prank(sender);\n        bank.deposit{value: n2}();\n\n\n        uint256 credits_slot = uint256(0);\n        bytes32 user_credits_slot = keccak256(abi.encode(user, credits_slot));\n        uint256 user_credits_pathA = uint256(vm.load(address(bank), user_credits_slot));\n\n        vm.revertToState(snapshot);\n\n        vm.prank(sender);\n        bank.deposit{value: n1+n2}();\n\n        uint256 user_credits_pathB = uint256(vm.load(address(bank), user_credits_slot));\n\n        assertNotEq(user_credits_pathB, user_credits_pathA, """"""""Credits are equal"""""""");\n    }\n}"
7,deposit-additivity,False,FALSE,0,"Bank.deposit credits the sender by (msg.value - 1). Therefore, two separate deposits yield (n1 - 1) + (n2 - 1) = n1 + n2 - 2, while one combined deposit yields (n1 + n2) - 1. For user = sender, these differ by 1, so the assertion assertNotEq holds. The counterexample fixes the earlier shadowing warning by assigning the immutable bank_deployer in the constructor.","pragma solidity ^0.8.13;\nimport """"""""forge-std/Test.sol"""""""";\nimport """"""""../Bank.sol"""""""";\n\n// Concretization of `abstract contracts[] cs;`\ncontract C1 {}\ncontract C2 {}\n\ncontract BankTest is Test {\n    address immutable bank_deployer;      // concretely assigned in constructor\n    Bank immutable bank;\n    \n    constructor() {\n        // deploying a Bank contract\n        bank_deployer = address(0xCAFE);\n        vm.prank(bank_deployer);\n        bank = new Bank();\n    }\n\n    function test_deposit_additivity_violation() public {\n        // concretization of `abstract transaction[] txs;`\n        vm.deal(address(0x1234), 10 ether);\n\n        // concretization of `abstract address sender;`\n        address sender = address(0x1234);\n        uint256 snapshot = vm.snapshotState();\n\n        // concretization of `abstract address user;`\n        address user = sender;\n        \n        // concretization of `abstract uint256 n1;` and `abstract uint256 n2;`\n        uint256 n1 = 1 ether;\n        uint256 n2 = 2 ether;\n        \n        vm.prank(sender);\n        bank.deposit{value: n1}();\n        vm.prank(sender);\n        bank.deposit{value: n2}();\n\n        uint256 credits_slot = uint256(0);\n        bytes32 user_credits_slot = keccak256(abi.encode(user, credits_slot));\n        uint256 user_credits_pathA = uint256(vm.load(address(bank), user_credits_slot));\n\n        vm.revertToState(snapshot);\n\n        vm.prank(sender);\n        bank.deposit{value: n1 + n2}();\n\n        uint256 user_credits_pathB = uint256(vm.load(address(bank), user_credits_slot));\n\n        assertNotEq(user_credits_pathB, user_credits_pathA, """"""""Credits are equal"""""""");\n    }\n}",43.7230174541473,30000,"ANSWER: FALSE\nEXPLANATION: Bank.deposit credits the sender by (msg.value - 1). Therefore, two separate deposits yield (n1 - 1) + (n2 - 1) = n1 + n2 - 2, while one combined deposit yields (n1 + n2) - 1. For user = sender, these differ by 1, so the assertion assertNotEq holds. The counterexample fixes the earlier shadowing warning by assigning the immutable bank_deployer in the constructor.\nCOUNTEREXAMPLE:\npragma solidity ^0.8.13;\nimport """"""""forge-std/Test.sol"""""""";\nimport """"""""../Bank.sol"""""""";\n\n// Concretization of `abstract contracts[] cs;`\ncontract C1 {}\ncontract C2 {}\n\ncontract BankTest is Test {\n    address immutable bank_deployer;      // concretely assigned in constructor\n    Bank immutable bank;\n    \n    constructor() {\n        // deploying a Bank contract\n        bank_deployer = address(0xCAFE);\n        vm.prank(bank_deployer);\n        bank = new Bank();\n    }\n\n    function test_deposit_additivity_violation() public {\n        // concretization of `abstract transaction[] txs;`\n        vm.deal(address(0x1234), 10 ether);\n\n        // concretization of `abstract address sender;`\n        address sender = address(0x1234);\n        uint256 snapshot = vm.snapshotState();\n\n        // concretization of `abstract address user;`\n        address user = sender;\n        \n        // concretization of `abstract uint256 n1;` and `abstract uint256 n2;`\n        uint256 n1 = 1 ether;\n        uint256 n2 = 2 ether;\n        \n        vm.prank(sender);\n        bank.deposit{value: n1}();\n        vm.prank(sender);\n        bank.deposit{value: n2}();\n\n        uint256 credits_slot = uint256(0);\n        bytes32 user_credits_slot = keccak256(abi.encode(user, credits_slot));\n        uint256 user_credits_pathA = uint256(vm.load(address(bank), user_credits_slot));\n\n        vm.revertToState(snapshot);\n\n        vm.prank(sender);\n        bank.deposit{value: n1 + n2}();\n\n        uint256 user_credits_pathB = uint256(vm.load(address(bank), user_credits_slot));\n\n        assertNotEq(user_credits_pathB, user_credits_pathA, """"""""Credits are equal"""""""");\n    }\n}"
13,deposit-additivity,False,FALSE,0,"The deposit function takes a 1-wei fee when msg.value > 1, crediting only msg.value - 1. Thus, two deposits of 1 wei each credit 2 wei total, while a single deposit of 2 wei credits only 1 wei. By choosing user == sender and n1 = n2 = 1, we get user_credits_pathA = 2 and user_credits_pathB = 1, so assertNotEq holds. Relevant code: deposit’s branch on msg.value > 1 sends 1 wei to owner and credits msg.value - 1.","pragma solidity ^0.8.13;\nimport """"""""forge-std/Test.sol"""""""";\nimport """"""""../Bank.sol"""""""";\n\ncontract Dummy {}\n\ncontract BankTest is Test {\n    address immutable bank_deployer;      // TODO check\n    Bank immutable bank;\n    \n    constructor() {\n        // deploying a Bank contract\n        bank_deployer = address(0xBEEF);\n        vm.prank(bank_deployer);\n        bank = new Bank();\n    }\n\n    function test_deposit_additivity_violation() public {\n        vm.deal(address(0x1337), 2);\n\n        address sender = address(0x1337);\n        uint256 snapshot = vm.snapshotState();\n\n        address user = address(0x1337);\n        \n        uint256 n1 = 1;\n        uint256 n2 = 1;\n        \n        vm.prank(sender);\n        bank.deposit{value: n1}();\n        vm.prank(sender);\n        bank.deposit{value: n2}();\n\n        uint256 credits_slot = uint256(0);\n        bytes32 user_credits_slot = keccak256(abi.encode(user, credits_slot));\n        uint256 user_credits_pathA = uint256(vm.load(address(bank), user_credits_slot));\n\n        vm.revertToState(snapshot);\n\n        vm.prank(sender);\n        bank.deposit{value: n1+n2}();\n\n        uint256 user_credits_pathB = uint256(vm.load(address(bank), user_credits_slot));\n\n        assertNotEq(user_credits_pathB, user_credits_pathA, """"""""Credits are equal"""""""");\n    }\n}",97.1022000312805,30000,"ANSWER: FALSE\nEXPLANATION: The deposit function takes a 1-wei fee when msg.value > 1, crediting only msg.value - 1. Thus, two deposits of 1 wei each credit 2 wei total, while a single deposit of 2 wei credits only 1 wei. By choosing user == sender and n1 = n2 = 1, we get user_credits_pathA = 2 and user_credits_pathB = 1, so assertNotEq holds. Relevant code: deposit’s branch on msg.value > 1 sends 1 wei to owner and credits msg.value - 1.\nCOUNTEREXAMPLE:\npragma solidity ^0.8.13;\nimport """"""""forge-std/Test.sol"""""""";\nimport """"""""../Bank.sol"""""""";\n\ncontract Dummy {}\n\ncontract BankTest is Test {\n    address immutable bank_deployer;      // TODO check\n    Bank immutable bank;\n    \n    constructor() {\n        // deploying a Bank contract\n        bank_deployer = address(0xBEEF);\n        vm.prank(bank_deployer);\n        bank = new Bank();\n    }\n\n    function test_deposit_additivity_violation() public {\n        vm.deal(address(0x1337), 2);\n\n        address sender = address(0x1337);\n        uint256 snapshot = vm.snapshotState();\n\n        address user = address(0x1337);\n        \n        uint256 n1 = 1;\n        uint256 n2 = 1;\n        \n        vm.prank(sender);\n        bank.deposit{value: n1}();\n        vm.prank(sender);\n        bank.deposit{value: n2}();\n\n        uint256 credits_slot = uint256(0);\n        bytes32 user_credits_slot = keccak256(abi.encode(user, credits_slot));\n        uint256 user_credits_pathA = uint256(vm.load(address(bank), user_credits_slot));\n\n        vm.revertToState(snapshot);\n\n        vm.prank(sender);\n        bank.deposit{value: n1+n2}();\n\n        uint256 user_credits_pathB = uint256(vm.load(address(bank), user_credits_slot));\n\n        assertNotEq(user_credits_pathB, user_credits_pathA, """"""""Credits are equal"""""""");\n    }\n}"
4,deposit-additivity,False,FALSE,0,"The Bank.deposit function reduces the credited amount by 1 wei per call (credits[msg.sender] += msg.value - 1). Two separate deposits of n1 and n2 credit n1 + n2 - 2, while a single deposit of n1 + n2 credits n1 + n2 - 1. By choosing user == sender, the mapping entry for that address differs between the two paths, so the assertNotEq holds. This concretization makes the test pass, thus falsifying the specification.","pragma solidity ^0.8.13;\nimport """"forge-std/Test.sol"""";\nimport """"../Bank.sol"""";\n\ncontract Dummy {}\n\ncontract BankTest is Test {\n    address immutable bank_deployer;      // TODO check\n    Bank immutable bank;\n    \n    constructor() {\n        address bank_deployer = address(0xBEEF);\n        vm.prank(bank_deployer);\n        bank = new Bank();\n    }\n\n    function test_deposit_additivity_violation() public {\n        vm.deal(address(0x1234), 1 ether);\n\n        address sender = address(0x1234);\n        uint256 snapshot = vm.snapshotState();\n\n        address user = sender;\n        \n        uint256 n1 = 100;\n        uint256 n2 = 200;\n        \n        vm.prank(sender);\n        bank.deposit{value: n1}();\n        vm.prank(sender);\n        bank.deposit{value: n2}();\n\n\n        uint256 credits_slot = uint256(0);\n        bytes32 user_credits_slot = keccak256(abi.encode(user, credits_slot));\n        uint256 user_credits_pathA = uint256(vm.load(address(bank), user_credits_slot));\n\n        vm.revertToState(snapshot);\n\n        vm.prank(sender);\n        bank.deposit{value: n1+n2}();\n\n        uint256 user_credits_pathB = uint256(vm.load(address(bank), user_credits_slot));\n\n        assertNotEq(user_credits_pathB, user_credits_pathA, """"Credits are equal"""");\n    }\n}",86.2493643760681,30000,"ANSWER: FALSE\nEXPLANATION: The Bank.deposit function reduces the credited amount by 1 wei per call (credits[msg.sender] += msg.value - 1). Two separate deposits of n1 and n2 credit n1 + n2 - 2, while a single deposit of n1 + n2 credits n1 + n2 - 1. By choosing user == sender, the mapping entry for that address differs between the two paths, so the assertNotEq holds. This concretization makes the test pass, thus falsifying the specification.\nCOUNTEREXAMPLE:\npragma solidity ^0.8.13;\nimport """"forge-std/Test.sol"""";\nimport """"../Bank.sol"""";\n\ncontract Dummy {}\n\ncontract BankTest is Test {\n    address immutable bank_deployer;      // TODO check\n    Bank immutable bank;\n    \n    constructor() {\n        address bank_deployer = address(0xBEEF);\n        vm.prank(bank_deployer);\n        bank = new Bank();\n    }\n\n    function test_deposit_additivity_violation() public {\n        vm.deal(address(0x1234), 1 ether);\n\n        address sender = address(0x1234);\n        uint256 snapshot = vm.snapshotState();\n\n        address user = sender;\n        \n        uint256 n1 = 100;\n        uint256 n2 = 200;\n        \n        vm.prank(sender);\n        bank.deposit{value: n1}();\n        vm.prank(sender);\n        bank.deposit{value: n2}();\n\n\n        uint256 credits_slot = uint256(0);\n        bytes32 user_credits_slot = keccak256(abi.encode(user, credits_slot));\n        uint256 user_credits_pathA = uint256(vm.load(address(bank), user_credits_slot));\n\n        vm.revertToState(snapshot);\n\n        vm.prank(sender);\n        bank.deposit{value: n1+n2}();\n\n        uint256 user_credits_pathB = uint256(vm.load(address(bank), user_credits_slot));\n\n        assertNotEq(user_credits_pathB, user_credits_pathA, """"Credits are equal"""");\n    }\n}"
